ウルトラ怪獣擬人化計画ベムスター〈改造〉完成品フィギュア[サプライズネクスト]《０７月予約※暫定》,,,,,商品コード,FIGURE-015074,発売日,１６年０７月未定,ブランド名,サプライズネクスト,,シリーズ名,ウルトラ怪獣擬人化計画シリーズ フィギュアコレクション,,原作名,ウルトラ怪獣擬人化計画,『ウルトラマン』シリーズ,,キャラ名,ベムスター,,,,,
織田nonイラスト九条しほ1/6完成品フィギュア[ダイキ工業]《０６月予約》,備考,※あみあみ限定特典は付きません。,,,商品コード,FIGURE-015092,発売日,１６年０６月未定,ブランド名,ダイキ工業,,,,,原作名,≪オリジナルキャラクター：織田non≫,,,キャラ名,九条しほ,,,造型師,,
巨乳ファンタジー外伝シャムシェル巨乳幻想ver.1/6完成品フィギュア（再販）[レチェリー]《０７月予約》,備考,※あみあみ限定特典は付きません。,,,商品コード,FIGURE-015127-S001,発売日,１６年０７月未定,ブランド名,マベル,LECHERY(レチェリー),,,,原作名,巨乳ファンタジー外伝,巨乳ファンタジー,,キャラ名,,,,,,
キューティーハニーInfinitePremium1/6完成品フィギュア[オルカトイズ]《０７月予約》,,,,,商品コード,FIGURE-015151,発売日,１６年０７月未定,ブランド名,ORCATOYS(オルカトイズ),,,,,原作名,キューティーハニー,永井豪,,キャラ名,如月ハニー(キューティーハニー),,,造型師,藤井たかし,
ミディッチュ艦隊これくしょん-艦これ-瑞鳳完成品フィギュア[ファット・カンパニー]《０７月予約》,,,,,商品コード,FIGURE-015227,発売日,１６年０７月未定,ブランド名,ファット・カンパニー,,シリーズ名,ミディッチュ,,原作名,艦隊これくしょん -艦これ-,,,キャラ名,瑞鳳,,,造型師,,
ハイスクールD×DBorN塔城小猫バニーVer.1/4完成品フィギュア[フリーイング]《０６月予約》,,,,,商品コード,FIGURE-015228,発売日,１６年０６月未定,ブランド名,FREEing(フリーイング),,,,,原作名,ハイスクールD×D BorN,『ハイスクールD×D』シリーズ,,キャラ名,塔城小猫,,,造型師,FREEing,
BASTARD！！-暗黒の破壊神-シーン・ハリ1/7完成品フィギュア[オーキッドシード]《０７月予約※暫定》,,,,,商品コード,FIGURE-015253,発売日,１６年０７月未定,ブランド名,オーキッドシード,,,,,原作名,BASTARD！！,,,キャラ名,シーン・ハリ,,,造型師,石山智, 
,,,,,,,,,,,,,,,,,,,,,,,,,
【特典】シャイニング・レゾナンスソニア・ブランシュ1/7完成品フィギュア[アルファマックス]《０６月予約》,備考,※あみあみ限定特典は付きません。,,,商品コード,FIGURE-015327,発売日,１６年０６月未定,ブランド名,アルファマックス,,,,,原作名,シャイニング・レゾナンス,『シャイニング』シリーズ,,キャラ名,ソニア・ブランシュ,,,,,
サノバウィッチ綾地寧々1/7完成品フィギュア[ブロッコリー]《０６月予約》,備考,※あみあみ限定特典は付きません。,,,商品コード,FIGURE-015328,発売日,１６年０６月未定,ブランド名,ブロッコリー,,,,,原作名,サノバウィッチ,,,キャラ名,綾地寧々,,,造型師,,
【あみあみ限定特典】サノバウィッチ綾地寧々1/7完成品フィギュア[ブロッコリー]《０６月予約》,備考,※あみあみ限定特典が付きます。,,,商品コード,FIGURE-015329,発売日,１６年０６月未定,ブランド名,ブロッコリー,,,,,原作名,サノバウィッチ,,,キャラ名,綾地寧々,,,造型師,,
〈物語〉シリーズセカンドシーズン千石撫子メドゥーサVer.1/8完成品フィギュア[グッドスマイルカンパニー]《０６月予約》,,,,,商品コード,FIGURE-015332,発売日,１６年０６月未定,ブランド名,グッドスマイルカンパニー,,,,,原作名,『〈物語〉』シリーズ セカンドシーズン,『〈物語〉』シリーズ,,キャラ名,千石撫子,,,造型師,まんぞくマモル[Knead],
ちょこすた超次元ゲイムネプテューヌブラックハート完成品フィギュア[ブロッコリー]《０８月予約》,備考,※あみあみ限定特典は付きません。,,,商品コード,FIGURE-015336,発売日,１６年０８月未定,ブランド名,ブロッコリー,,シリーズ名,ちょこすた,,原作名,超次元ゲイム ネプテューヌ,『ネプテューヌ』シリーズ,,,,,,,,
【あみあみ限定特典】ちょこすた超次元ゲイムネプテューヌブラックハート完成品フィギュア[ブロッコリー]《０８月予約》,備考,※あみあみ限定特典が付きます。,,,商品コード,FIGURE-015337,発売日,１６年０８月未定,ブランド名,ブロッコリー,,シリーズ名,ちょこすた,,原作名,超次元ゲイム ネプテューヌ,『ネプテューヌ』シリーズ,,,,,,,,
ちょこすたDRACU-RIOT！矢来美羽完成品フィギュア[ブロッコリー]《０８月予約》,備考,※あみあみ限定特典は付きません。,,,商品コード,FIGURE-015338,発売日,１６年０８月未定,ブランド名,ブロッコリー,,シリーズ名,ちょこすた,,原作名,DRACU-RIOT！,,,キャラ名,,,,,,
【あみあみ限定特典】ちょこすたDRACU-RIOT！矢来美羽完成品フィギュア[ブロッコリー]《０８月予約》,備考,※あみあみ限定特典が付きます。,,,商品コード,FIGURE-015339,発売日,１６年０８月未定,ブランド名,ブロッコリー,,シリーズ名,ちょこすた,,原作名,DRACU-RIOT！,,,キャラ名,,,,,,
